# Force coefficients
# liftDir     : (0.000000e+00 0.000000e+00 1.000000e+00)
# dragDir     : (1.000000e+00 0.000000e+00 0.000000e+00)
# pitchAxis   : (0.000000e+00 1.000000e+00 0.000000e+00)
# magUInf     : 2.000000e+01
# lRef        : 1.420000e+00
# Aref        : 7.500000e-01
# CofR        : (7.200000e-01 0.000000e+00 0.000000e+00)
# Time        	Cm            	Cd            	Cl            	Cl(f)         	Cl(r)         
451           	3.717300e-02	1.331977e+01	5.120557e-02	6.277579e-02	-1.157022e-02
452           	3.730492e-02	1.331238e+01	5.139506e-02	6.300245e-02	-1.160739e-02
453           	3.743684e-02	1.330506e+01	5.158425e-02	6.322897e-02	-1.164472e-02
454           	3.756881e-02	1.329773e+01	5.177385e-02	6.345573e-02	-1.168188e-02
455           	3.770077e-02	1.329046e+01	5.196314e-02	6.368234e-02	-1.171920e-02
456           	3.783276e-02	1.328319e+01	5.215283e-02	6.390917e-02	-1.175634e-02
457           	3.796473e-02	1.327599e+01	5.234219e-02	6.413583e-02	-1.179364e-02
458           	3.809674e-02	1.326878e+01	5.253194e-02	6.436271e-02	-1.183077e-02
459           	3.822873e-02	1.326163e+01	5.272137e-02	6.458942e-02	-1.186805e-02
460           	3.836075e-02	1.325448e+01	5.291118e-02	6.481634e-02	-1.190516e-02
461           	3.849276e-02	1.324739e+01	5.310068e-02	6.504310e-02	-1.194242e-02
462           	3.862480e-02	1.324030e+01	5.329056e-02	6.527008e-02	-1.197952e-02
463           	3.875683e-02	1.323328e+01	5.348013e-02	6.549689e-02	-1.201677e-02
464           	3.888888e-02	1.322624e+01	5.367006e-02	6.572391e-02	-1.205385e-02
465           	3.902092e-02	1.321927e+01	5.385968e-02	6.595076e-02	-1.209108e-02
466           	3.915296e-02	1.321230e+01	5.404964e-02	6.617778e-02	-1.212814e-02
467           	3.928500e-02	1.320538e+01	5.423930e-02	6.640464e-02	-1.216535e-02
468           	3.941704e-02	1.319846e+01	5.442931e-02	6.663170e-02	-1.220239e-02
469           	3.954908e-02	1.319161e+01	5.461900e-02	6.685858e-02	-1.223958e-02
470           	3.968113e-02	1.318474e+01	5.480905e-02	6.708565e-02	-1.227660e-02
471           	3.981315e-02	1.317794e+01	5.499878e-02	6.731254e-02	-1.231377e-02
472           	3.994519e-02	1.317114e+01	5.518885e-02	6.753961e-02	-1.235076e-02
473           	4.007720e-02	1.316439e+01	5.537859e-02	6.776649e-02	-1.238790e-02
474           	4.020922e-02	1.315764e+01	5.556868e-02	6.799356e-02	-1.242487e-02
475           	4.034122e-02	1.315095e+01	5.575846e-02	6.822045e-02	-1.246199e-02
476           	4.047323e-02	1.314425e+01	5.594857e-02	6.844752e-02	-1.249895e-02
477           	4.060522e-02	1.313761e+01	5.613837e-02	6.867440e-02	-1.253604e-02
478           	4.073719e-02	1.313097e+01	5.632845e-02	6.890142e-02	-1.257297e-02
479           	4.086913e-02	1.312439e+01	5.651822e-02	6.912824e-02	-1.261002e-02
480           	4.100105e-02	1.311780e+01	5.670827e-02	6.935519e-02	-1.264692e-02
481           	4.113295e-02	1.311127e+01	5.689801e-02	6.958196e-02	-1.268394e-02
482           	4.126484e-02	1.310473e+01	5.708806e-02	6.980887e-02	-1.272081e-02
483           	4.139671e-02	1.309825e+01	5.727780e-02	7.003561e-02	-1.275781e-02
484           	4.152856e-02	1.309177e+01	5.746782e-02	7.026248e-02	-1.279465e-02
485           	4.166038e-02	1.308534e+01	5.765753e-02	7.048915e-02	-1.283162e-02
486           	4.179218e-02	1.307891e+01	5.784753e-02	7.071595e-02	-1.286842e-02
487           	4.192396e-02	1.307254e+01	5.803720e-02	7.094256e-02	-1.290536e-02
488           	4.205571e-02	1.306615e+01	5.822717e-02	7.116929e-02	-1.294213e-02
489           	4.218743e-02	1.305983e+01	5.841680e-02	7.139583e-02	-1.297903e-02
490           	4.231913e-02	1.305350e+01	5.860672e-02	7.162249e-02	-1.301577e-02
491           	4.245079e-02	1.304723e+01	5.879631e-02	7.184895e-02	-1.305264e-02
492           	4.258243e-02	1.304095e+01	5.898618e-02	7.207552e-02	-1.308934e-02
493           	4.271403e-02	1.303473e+01	5.917572e-02	7.230189e-02	-1.312617e-02
494           	4.284561e-02	1.302850e+01	5.936554e-02	7.252838e-02	-1.316284e-02
495           	4.297714e-02	1.302232e+01	5.955501e-02	7.275465e-02	-1.319964e-02
496           	4.310864e-02	1.301614e+01	5.974477e-02	7.298103e-02	-1.323626e-02
497           	4.324009e-02	1.301002e+01	5.993415e-02	7.320717e-02	-1.327302e-02
498           	4.337152e-02	1.300389e+01	6.012384e-02	7.343344e-02	-1.330960e-02
499           	4.350289e-02	1.299781e+01	6.031315e-02	7.365947e-02	-1.334632e-02
500           	4.363425e-02	1.299173e+01	6.050278e-02	7.388564e-02	-1.338286e-02
